,VIXCLS,VIXCLS (ln diff),WILL5000PR,WILL5000PR (ln diff),BAMLC0A4CBBBEY,BAMLC0A4CBBBEY (ln diff),DCOILBRENTEU,DCOILBRENTEU (ln diff),WILLREITIND,WILLREITIND (ln diff)
586,12.37,0.0694549253244432,24459.06,-0.0015544519786487854,3.73,-0.008010723746078918,52.2,-0.0009573959563273782,9540.93,0.005673794958768852
587,12.38,0.0008080808520536387,24396.48,-0.0025618398333602244,3.71,-0.005376357036380286,52.04,-0.0030698412442888845,9565.63,0.0025855008708610683
588,11.79,-0.04883055270717085,24407.82,0.0004647131586388298,3.72,0.0026917916657114294,53.08,0.019787555819702263,9562.95,-0.0002802089875508784
589,12.89,0.08920010240181675,24310.1,-0.0040116709028090725,3.7,-0.005390848634876377,53.41,0.0061977848876724195,9576.76,0.0014430733168442345
590,12.39,-0.03956212131004522,24380.59,0.00289542207127802,3.69,-0.0027063615977431787,53.62,0.003924138456134152,9628.19,0.0053559236491640405
591,12.87,0.03800932596698425,24361.65,-0.0007771493863746315,3.71,0.005405418566908127,54.24,0.011496510824327011,9634.27,0.0006312797225191957
592,14.05,0.08772337417171983,24385.56,0.0009809792977861775,3.69,-0.005405418566908127,54.79,0.010089051918183767,9710.38,0.007868882892465123
593,15.07,0.07008361685864894,24377.02,-0.0003502685906813241,3.71,0.005405418566908127,54.73,-0.0010956903944974172,9776.89,0.006826021115340808
594,15.77,0.04540338833654323,24265.16,-0.004599308550197634,3.73,0.005376357036380286,54.75,0.0003653635407836475,9757.96,-0.0019380753806963469
595,15.96,0.011976191046715545,24088.96,-0.007287932440473099,3.69,-0.010781775603288413,55.05,0.0054644944720791955,9731.14,-0.0027523094376444845
596,,,,,3.7,0.0027063615977431787,,,,
597,14.66,,24304.17,,3.7,0.0,54.79,,9852.62,
598,14.42,-0.01650656460170241,24245.66,-0.0024103082678799126,3.69,-0.0027063615977431787,52.6,-0.04079157580665971,9877.01,0.002472424715966426
599,14.93,0.03475647969429607,24217.11,-0.0011782241627038559,3.71,0.005405418566908127,52.43,-0.0032371731592228947,9860.93,-0.0016293497251904654
600,14.15,-0.05365798746185213,24406.35,0.0077839362109575205,3.7,-0.002699056969164948,50.66,-0.03434230201091237,9859.16,-0.00017951236578994667
601,14.63,0.03335959094278618,24336.19,-0.0028788014926686145,3.65,-0.013605652055778794,49.93,-0.014514620061011119,9815.84,-0.0044035649304063895
602,10.84,-0.299831219020533,24599.05,0.01074328145641168,3.65,0.0,49.45,-0.00965996644379663,9709.21,-0.010922487787164314
603,10.76,-0.007407441277861526,24755.75,0.00634996095771001,3.6,-0.013793322132335861,49.37,-0.0016191057979497714,9757.99,0.005011517022856182
604,10.85,0.008329525252829928,24756.12,1.4945910951524866e-05,,,49.99,0.01248003315470747,9662.04,-0.009881630539689823
605,10.36,-0.04621284315513163,24765.09,0.0003622690196021239,3.61,,49.46,-0.01065872333220863,9633.93,-0.002913563804789021
606,10.82,0.0434440365869988,24689.06,-0.0030747696563508953,3.56,-0.013947227480850533,49.46,0.0,9535.09,-0.010312564331361074
607,10.11,-0.06787124038595582,24745.16,0.002269683797301525,3.57,0.002805050927608521,50.41,0.019025306001269282,9597.79,0.006554185721334704
608,10.59,0.04638512658093541,24753.41,0.0003333429663268106,3.6,0.008368249670516636,49.31,-0.02206266785850497,9580.91,-0.0017602866053181287
609,10.68,0.008462673918733454,24700.97,-0.0021207431840934987,3.59,-0.0027816429618767735,48.82,-0.009986835271220684,9455.04,-0.013224644365823934
610,10.46,-0.020814374895271825,24700.74,-9.311418571300578e-06,3.62,0.008321823337492207,47.53,-0.026778974338895978,9447.89,-0.0007564965157236259
611,10.57,0.010461341245369571,24816.99,0.004695296556150197,3.65,0.008253141756720428,47.45,-0.001684565569981089,9513.93,0.006965604253130309
612,9.77,-0.07870333382745498,24801.23,-0.0006352505402240638,3.64,-0.00274348594575069,46.61,-0.017861414671287434,9448.89,-0.006859766115528743
613,9.96,0.019260605541815412,24776.28,-0.0010065048489256156,3.62,-0.005509655810969738,47.06,0.009608272914567006,9402.28,-0.004945061233009085
614,10.21,0.024790560580067567,24814.75,0.001551490570648184,3.61,-0.0027662534928900584,48.09,0.02165087199035476,9482.78,0.008525309166831363
615,10.6,0.03748636894144708,24743.94,-0.0028576238874080673,3.63,0.005524875931969708,49.18,0.022412781498475365,9432.29,-0.0053386130653514385
616,10.4,-0.019048194970694432,24696.3,-0.0019271757072605311,3.66,0.008230499136515634,49.08,-0.0020354169453358217,9385.77,-0.004944196666965439
617,10.42,0.0019212301778939178,24821.25,0.005046706276800705,3.62,-0.010989121575595284,51.29,0.044044181558466455,9415.06,0.003115822407462332
618,10.65,0.021832855830213216,24804.23,-0.0006859379765131735,3.63,0.00275862243907965,51.21,-0.0015609759267181111,9345.91,-0.007371720454433017
619,15.59,0.3810697909142511,24338.89,-0.018938720567227563,3.67,0.01095901378971953,51.76,0.010682824718185824,9388.15,0.004509441261467018
620,14.66,-0.061506986611179926,24428.89,0.0036909657226207315,3.66,-0.002728514653203895,51.71,-0.000966463784514815,9452.14,0.006792915189848259
621,12.04,-0.1968882565778305,24596.16,0.006823884894863852,3.67,0.002728514653203895,52.78,0.020481144667047868,9511.67,0.006278294872283041
622,10.93,-0.09672313769222773,24725.97,0.005263775093405698,3.69,0.005434795985956864,53.35,0.01074164667258426,9533.96,0.002340695495707479
623,10.72,-0.01940014654579114,24773.83,0.0019337457894330612,3.69,0.0,53.19,-0.003003568993535932,9549.3,0.0016076921138292732
624,10.02,-0.06752805998593736,24835.81,0.002498709212479966,3.67,-0.005434795985956864,53.29,0.0018782875544647304,9617.12,0.007076990179351483
625,9.99,-0.00299850299625648,24930.32,0.003798170105552501,3.61,-0.016483889721689238,52.25,-0.019708805463770407,9603.66,-0.0014005677397328498
626,9.81,-0.018182319083190457,24935.89,0.00022339776867497108,3.6,-0.002773926882725375,50.84,-0.027356444523667367,9529.3,-0.007773013104147353
627,,,,,3.59,-0.0027816429618767735,52.25,0.027356444523667367,,
628,10.38,,24888.76,,3.51,-0.02253616502241318,50.65,-0.031100660150228165,9468.39,
629,10.41,0.002886004889135041,24879.18,-0.0003849868054945915,3.53,0.005681833467431119,49.4,-0.024988806500815475,9479.42,0.0011642507757798626
630,9.89,-0.05124273699225679,25102.25,0.008926174425958777,3.54,0.0028288562004776807,50.41,0.020239143900662615,9522.68,0.004553188830406896
631,9.75,-0.014256860624864753,25193.06,0.003611076208864361,3.54,0.0,48.46,-0.03945085270615989,9611.57,0.009291259335489244
632,10.07,0.03229342172071492,25148.08,-0.0017870080800683752,3.56,0.005633817718255996,48.25,-0.00434288760338486,9582.63,-0.003015496548938401
633,10.45,0.03704127168034921,25078.47,-0.0027718425640799182,3.55,-0.002812941376614697,48.11,-0.0029057720736322956,9532.38,-0.005257660420264543
634,10.39,-0.005758173299684088,25113.5,0.0013958410354337758,3.54,-0.0028208763416412985,47.08,-0.021641773319286628,9608.01,0.007902701419110869
635,10.16,-0.02238536296079996,25150.3,0.0014642747494324482,3.53,-0.0028288562004776807,46.3,-0.016706321299887694,9590.61,-0.0018126307791046514
636,10.7,0.05178529931752429,25140.77,-0.00037899373046101914,3.53,0.0,46.64,0.007316580950048834,9658.69,0.007073533465039361
637,11.46,0.06861896981873317,25118.04,-0.0009045180954228016,3.5,-0.008534902449837345,47.18,0.011511531937292041,9757.49,0.0101771669570212
638,10.42,-0.09513567496137254,25241.06,0.0048857205434522655,3.53,0.008534902449837345,46.95,-0.004886868325256977,9775.8,0.001874748735396281
639,10.64,0.020893447588277603,25202.72,-0.0015201084210101357,3.54,0.0028288562004776807,45.47,-0.03203043781735282,9797.56,0.0022234311292983477
640,10.9,0.024142305321599444,25136.63,-0.0026257803476870123,3.5,-0.011363758650315026,45.61,0.0030742228866897925,9844.98,0.004828305516834774
641,10.38,-0.048881911497355546,25134.26,-9.428916025733258e-05,3.51,0.002853068982406226,45.7,0.001971307176550141,9824.62,-0.0020702004383874595
642,10.37,-0.0009638554963067314,25340.77,0.008182705479013563,3.48,-0.008583743691391366,45.93,0.005020200437543032,9826.81,0.00022288454418450954
643,10.86,0.04616929226435351,25160.08,-0.007155949694233499,3.51,0.008583743691391366,43.98,-0.043383513211087354,9809.52,-0.0017610219901893487
644,10.75,-0.010180559932117639,25130.03,-0.001195066130355471,3.52,0.0028449521322313487,44.62,0.014447203877771653,9791.39,-0.0018499146386918852
645,10.48,-0.025437075680775578,25132.85,0.00011221004458761286,3.52,0.0,44.46,-0.003592280468335929,9800.3,0.000909569375002306
646,10.02,-0.04488558323617742,25192.54,0.002372163553642892,3.53,0.00283688133519977,44.14,-0.007223507707460275,9835.45,0.0035802082982048233
647,9.9,-0.012048338516174262,25210.69,0.0007201919712098714,3.53,0.0,44.09,-0.0011334014587438546,9885.29,0.005054587821033962
648,11.06,0.11080023895364466,25003.35,-0.008258295025505902,3.46,-0.020029281875572513,46.17,0.04609723714905112,9806.6,-0.007992165186575306
649,10.03,-0.09775439412034492,25234.21,0.009190797685015184,3.49,0.00863314714470298,46.45,0.006046228740950177,9815.81,0.0009387226825161576
650,11.44,0.13153538397780773,25024.5,-0.008345268594316835,3.48,-0.0028694424279529507,47.02,0.01219657785207584,9717.09,-0.010108160135711586
651,11.18,-0.022989518224698635,25059.71,0.001406032192607043,3.5,0.0057306747089851395,47.08,0.0012752392801522738,9711.09,-0.0006176595224829384
652,11.22,0.0035714323675972715,25134.66,0.0029863929242939236,3.47,-0.008608374536600127,49.13,0.042621563788481254,9843.14,0.013506234441964082
653,,,,,3.48,0.002877699827614988,49.15,0.0004070004126184301,,
654,11.07,,25143.89,,3.48,0.0,47.58,-0.032464341718363876,9701.38,
655,12.54,0.12468478848422881,24891.89,-0.01007287707781579,3.47,-0.002877699827614988,48.53,0.019769658542313273,9512.4,-0.01967193278246171
656,11.19,-0.11390301288094085,25059.16,0.00669738174632073,3.46,-0.002886004889135041,46.47,-0.04337522032023822,9569.79,0.006015051001456939
657,11.11,-0.007174918672295139,25064.42,0.00020988125825383008,3.5,0.011494379425735168,46.57,0.002149613897399316,9474.17,-0.01004211346354289
658,10.89,-0.020000666706669445,25058.34,-0.0002426043589700555,3.5,0.0,46.68,0.002359250424069259,9467.16,-0.0007401803695987752
659,10.3,-0.05570104170927914,25238.89,0.00717935264062497,3.53,0.008534902449837345,46.73,0.0010705492939795391,9577.5,0.011587629775377195
660,9.9,-0.039609138095045626,25284.5,0.0018055008735586853,3.57,0.011267724846342198,47.65,0.019496273387876073,9596.41,0.001972472607935316
661,9.51,-0.04019088058324538,25394.64,0.004346568367301629,3.6,0.008368249670516636,47.89,0.005024084254307226,9686.01,0.009293506197824541
662,9.82,0.03207724580907545,25401.41,0.0002665561609660472,3.6,0.0,47.66,-0.004814242683922387,9758.17,0.007422306446251525
663,9.89,0.0071030232682463,25407.37,0.0002346051224737522,3.59,-0.0027816429618767735,47.92,0.0054404821365983125,9744.99,-0.0013515760529454468
664,9.79,-0.010162689092201749,25554.65,0.00578000675927548,3.61,0.005555569844602148,48.34,0.008726421468142842,9816.21,0.007281794031069211
665,9.58,-0.02168386455964999,25547.45,-0.0002817888128916479,3.62,0.0027662534928900584,48.54,0.004128825023118399,9761.07,-0.005633075259314779
666,9.36,-0.02323230149326827,25528.78,-0.000731064169439577,3.59,-0.008321823337492207,47.47,-0.022290267735228575,9756.99,-0.0004180743433952472
667,9.43,0.007450806155865575,25515.02,-0.0005391448259466358,3.58,-0.0027894020875784964,47.81,0.0071368900747854624,9739.24,-0.0018208653574820488
668,9.43,0.0,25606.99,0.0035980627217409022,3.54,-0.011236073266925883,49.19,0.028455528169236022,9751.97,0.0013062300195869625
669,9.6,0.017867001828424378,25599.5,-0.00029254104522458135,3.56,0.005633817718255996,50.08,0.017931375984594933,9822.82,0.007238934301810218
670,10.11,0.05176193455858913,25565.95,-0.0013114320233054144,3.53,-0.008462673918733676,50.67,0.01171229269597518,9835.39,0.0012788551666869097
671,10.29,0.017647516813578346,25521.61,-0.0017358437605405896,3.51,-0.005681833467431119,52.0,0.025909699093609184,9816.25,-0.001947929643746349
672,10.26,-0.002919710103334694,25502.52,-0.0007482734498651666,3.47,-0.011461443519006353,51.99,-0.00019232618580300453,9818.35,0.00021390810182175812
673,10.09,-0.016708005377105817,25564.49,0.0024270083726793956,3.47,0.0,50.77,-0.02374576343632162,9860.7,0.004304076200632778
674,10.28,0.018655425661501468,25543.54,-0.0008198320762282663,3.46,-0.002886004889135041,52.09,0.025667362797797466,9783.72,-0.0078373801861229
675,10.44,0.015444322427473622,25485.37,-0.0022798850767813406,3.43,-0.008708327891784329,52.88,0.01505220378633032,9754.64,-0.0029767105808957695
676,10.03,-0.04006398048064863,25545.48,0.0023558309454223547,3.45,0.005813969865419821,52.48,-0.00759305090759721,9784.24,0.0030298586862809174
677,9.93,-0.01002012391676299,25581.48,0.0014082592021740226,3.5,0.014388737452099676,51.42,-0.02040494279808991,9778.72,-0.0005643317929902025
678,10.96,0.09869180346278839,25518.36,-0.0024704590896043044,3.45,-0.014388737452099676,52.18,0.014672077870838685,9734.35,-0.004547728929489736
679,11.11,0.013593322131669083,25485.66,-0.001282252045246679,3.47,0.005780362915499548,52.16,-0.00038336209018474676,9706.34,-0.0028815869582654585
680,16.04,0.3672399987868298,25111.28,-0.014798793466317406,3.45,-0.005780362915499548,52.59,0.008210069982855561,9633.76,-0.007505684121005274
681,15.51,-0.03360062524992102,25145.38,0.0013570342809519076,3.48,0.008658062743114536,51.47,-0.02152687393658992,9570.43,-0.0065954595920505454
682,12.33,-0.22944966001219447,25406.82,0.010343460062649967,3.45,-0.008658062743114536,51.29,-0.0035033122634859915,9740.93,0.01765845910761321
683,12.04,-0.023800877295578005,25375.57,-0.0012307417569203949,3.46,0.0028943580263645075,49.9,-0.02747479864370428,9702.65,-0.003937551568048647
684,11.74,-0.02523262548072447,25412.69,0.001461755398182163,3.44,-0.005797117684325892,50.39,0.009771739935033885,9729.21,0.0027336566381155336
685,15.55,0.2810588242252927,25020.4,-0.015557163440826471,3.47,0.008683122573460933,50.37,-0.0003969829349474985,9667.79,-0.006332959249125025
686,14.26,-0.08660222363909309,24975.02,-0.001815366786106054,3.47,0.0,50.96,0.011645251506348764,9574.1,-0.00973820559256211
687,13.19,-0.07799944825692684,25000.02,0.0010004995327843602,3.49,0.0057471422555679386,51.94,0.019048194970694432,9675.52,0.010537448370708802
688,11.35,-0.1502412228018115,25250.44,0.009966956444234398,3.48,-0.0028694424279529507,52.29,0.006715941965436567,9653.33,-0.0022960506960849614
689,12.25,0.07630819306332448,25178.99,-0.002833664699755545,3.48,0.0,52.31,0.00038240918248089173,9753.1,0.010282249647243447
690,12.23,-0.0016339872916550924,25140.72,-0.0015210742422269163,3.48,0.0,51.73,-0.01114967336709638,9723.18,-0.003072457731873257
691,11.28,-0.0808607036291682,25189.47,0.0019372076777628422,3.49,0.0028694424279529507,51.87,0.00270270434788511,9764.64,0.004254971828764553
692,11.32,0.003539826705123872,25202.63,0.0005223041031907627,3.52,0.008559253395669764,51.87,0.0,9688.73,-0.007804342927935082
693,11.7,0.033017769028673705,25222.13,0.0007734295997465779,3.48,-0.011428695823622714,51.64,-0.0044440223848667415,9677.84,-0.0011246184686068972
694,11.22,-0.04189094170915997,25347.49,0.004957927577461163,3.47,-0.002877699827614988,51.91,0.005214883860695796,9733.93,0.005778984204065196
695,10.59,-0.05778774048123525,25501.78,0.006068542321473913,3.47,0.0,52.69,0.014914234382056524,9778.33,0.004550992722794689
696,10.13,-0.04440884135272327,25565.3,0.002487709607004618,3.46,-0.002886004889135041,53.15,0.00869242056676267,9815.61,0.003805262748034721
697,,,,,3.48,0.005763704716750029,52.6,-0.010401985044292683,,
698,12.23,,25361.42,,3.45,-0.008658062743114536,53.63,0.01939249325116954,9787.91,
699,11.63,-0.050303983168507926,25432.6,0.00280269396254873,3.47,0.005780362915499548,54.48,0.015725048846423118,9817.73,0.003041984142866383
700,11.55,-0.006902529562770265,25415.63,-0.0006674765524810056,3.45,-0.005780362915499548,54.16,-0.005891033237237497,9880.63,0.006386340160602799
701,12.12,0.0481715436733654,25377.77,-0.0014907451366283908,3.44,-0.0029027596579613846,54.55,0.0071750836750603675,9890.26,0.0009741595610073261
702,10.73,-0.1218134239985611,25653.16,0.010793166944027988,3.43,-0.0029112102074584367,54.2,-0.006436803833479221,9981.01,0.009133853137507586
703,10.58,-0.014078130212453743,25745.51,0.0035934820639198506,3.44,0.0029112102074584367,55.06,0.015742591268860906,9856.98,-0.012504453941234672
704,10.5,-0.0075901692666757725,25768.87,0.0009069312918512651,3.44,0.0,55.52,0.008319816484087639,9834.62,-0.0022710200908200306
705,10.44,-0.0057306747089849175,25743.21,-0.0009962712483133629,3.46,0.005797117684325892,56.76,0.022088536093292532,9924.98,0.009145997882363588
706,10.17,-0.02620237239402412,25794.17,0.0019775943832698317,3.46,0.0,56.18,-0.010271030615744081,9935.38,0.0010473124304510861
707,10.15,-0.0019685045726722805,25847.94,0.0020824098562517435,3.39,-0.02043866767727387,55.5,-0.012177800923709015,9881.92,-0.005395299024756994
708,10.18,0.002951305634580237,25875.35,0.0010598708073619179,3.43,0.01173033978548954,56.58,0.019272545121032714,9817.29,-0.006561707996649346
709,9.78,-0.04008552707565061,25905.61,0.0011687695031010747,3.39,-0.01173033978548954,57.2,0.010898332512330633,9790.31,-0.0027519958615744855
710,9.67,-0.011311174581523087,25833.85,-0.0027739000760043098,3.4,0.0029455102297566427,57.73,0.009223070687090384,9768.19,-0.002261933116662007
711,9.59,-0.008307420569856117,25857.41,0.0009115661576615253,3.45,0.01459879942115272,58.16,0.00742086415242138,9702.27,-0.006771309139342208
712,10.21,0.06264674328122766,25810.91,-0.0017999428877981671,3.47,0.005780362915499548,59.42,0.02143303680919839,9757.91,0.00571835940029608
713,10.17,-0.003925422116105803,25821.63,0.00041524202195120097,3.48,0.002877699827614988,59.77,0.005872992801700505,9774.79,0.001728384115063264
714,9.87,-0.02994235661507849,25958.16,0.005273498266628707,3.47,-0.002877699827614988,58.74,-0.01738293706568861,9692.85,-0.008418121959081759
715,9.55,-0.03295869895275105,25992.73,0.0013308724875589206,3.47,0.0,58.8,0.001020929134107007,9757.43,0.006640545772540918
716,9.51,-0.004197277935340082,26082.7,0.00345537577000421,3.48,0.002877699827614988,57.02,-0.030739771420054574,9770.33,0.0013211962740715677
717,9.45,-0.006329135051647672,26205.81,0.004708882600874986,3.48,0.0,55.67,-0.02396068128911022,9746.47,-0.0024450741809136645
718,9.51,0.006329135051647672,26267.18,0.0023391092438913574,3.5,0.0057306747089851395,56.12,0.008050853038843897,9738.96,-0.000770832398552912
719,9.63,0.012539349252735477,26285.95,0.000714324752802753,3.5,0.0,56.0,-0.0021405644991103756,9790.67,0.00529555560873618
720,9.19,-0.04676728944243891,26424.79,0.0052680088000851555,3.49,-0.002861232281032189,57.09,0.01927727924101852,9834.71,0.004488073497078915
721,9.65,0.04884197898329923,26393.85,-0.0011715562361640508,3.46,-0.00863314714470298,55.5,-0.028245949223779654,9812.36,-0.0022751493877564144
722,10.33,0.06809436778065248,26341.78,-0.001974756608436934,3.46,0.0,55.29,-0.0037909604025472277,9832.51,0.0020514268678315517
723,10.08,-0.024499020488324863,26404.63,0.002383101702832846,3.51,0.014347448408141394,56.62,0.023770219333912657,9860.18,0.002810181667353362
724,9.85,-0.023081807459224724,26445.97,0.0015644101838478974,3.49,-0.005714301263438415,56.13,-0.008691850729645623,9901.73,0.004205065322723911
725,9.91,0.006072893157898829,26402.04,-0.0016625038527759983,3.49,0.0,56.13,0.0,9958.07,0.005673788370554433
726,9.61,-0.03074012535969528,26418.56,0.0006255135511015197,3.51,0.005714301263438415,56.86,0.01292167726874549,9980.12,0.002211836579895987
727,9.91,0.03074012535969528,26461.07,0.0016078028215193996,3.51,0.0,57.49,0.011018913412345732,9931.45,-0.004888624747211523
728,10.31,0.03956994968697236,26466.09,0.00018969466773022248,3.49,-0.005714301263438415,57.63,0.002432245813375644,9940.48,0.0009088196890321143
729,10.07,-0.023553591298397958,26492.54,0.0009988929924862333,3.49,0.0,58.05,0.007261442695325471,9934.84,-0.0005675380473260105
730,10.05,-0.001988072225385995,26493.74,4.529474423087265e-05,3.5,0.002861232281032189,57.82,-0.003969971555700447,9895.33,-0.003984842518393705
731,9.97,-0.007992050531338002,26629.83,0.005123537356542585,3.51,0.002853068982406226,57.89,0.0012099215027134846,9843.19,-0.005283083156498947
732,11.07,0.10465816274679884,26510.28,-0.004499433730558167,3.51,0.0,57.69,-0.003460809822115607,9808.04,-0.003577388029817996
733,11.16,0.008097210232619112,26554.39,0.001662500121442534,3.49,-0.005714301263438415,57.84,0.002596729581711088,9746.66,-0.00627779527025929
734,11.23,0.006252811797187174,26424.22,-0.004914068600367472,3.49,0.0,58.45,0.010491110067568421,9725.08,-0.00221654652695058
735,11.3,0.006213956967942913,26466.3,0.0015912117664456105,3.48,-0.0028694424279529507,58.75,0.005119465106190546,9652.43,-0.007498418569047871
736,9.8,-0.1424203400417685,26678.0,0.007967030134119923,3.45,-0.008658062743114536,60.15,0.0235502893964199,9688.95,0.003776363775566338
737,10.5,0.06899287148695121,26565.45,-0.004227756377261471,3.47,0.005780362915499548,60.65,0.008278192969370934,9678.07,-0.0011235596539442838
738,10.18,-0.03095024604110108,26616.43,0.0019171949399048316,3.47,0.0,61.35,0.011475535766861888,9682.48,0.0004555655780720258
739,10.2,0.0019627091678486863,26639.02,0.0008483639272558463,3.49,0.0057471422555679386,60.98,-0.006049229596811756,9732.27,0.005129101240541445
740,9.93,-0.026827242233144144,26656.61,0.0006600916675036927,3.48,-0.0028694424279529507,60.79,-0.0031206397994782975,9812.76,0.008236411509836117
741,9.14,-0.08290009259102238,26725.73,0.0025896219096939177,3.52,0.011428695823622714,61.42,0.010310213252045841,9787.27,-0.002601017893402613
742,9.4,0.028049303809899673,26760.62,0.0013046321145022688,3.5,-0.005698021114637575,64.27,0.04535744437051825,9850.31,0.006420365090603397
743,9.89,0.05081445635866233,26724.15,-0.0013637529207777277,3.51,0.002853068982406226,64.36,0.0013993627409876197,9931.04,0.008162278934893408
744,9.78,-0.011184661587894773,26760.91,0.0013745896812373815,3.54,0.0085106896679088,63.96,-0.006234434158429281,9977.01,0.004618240531296891
745,10.5,0.07103577311675169,26646.42,-0.004287433031397114,3.55,0.0028208763416412985,64.49,0.008252285056532749,9986.17,0.00091768953071103
746,11.29,0.07254212099809276,26632.5,-0.0005225331262987964,3.53,-0.005649732542118979,64.35,-0.002173238980150316,10001.54,0.0015379453703818768
747,11.5,0.018429657207633898,26657.67,0.0009446395788081929,3.49,-0.011396134730869534,62.94,-0.02215504240587496,10051.12,0.004944989944606348
748,11.59,0.00779562198245598,26592.69,-0.0024405480921902978,3.51,0.005714301263438415,60.91,-0.03278452678786792,10039.14,-0.0011926178576064927
749,13.13,0.1247570309630448,26447.66,-0.00546868040819426,3.52,0.0028449521322313487,61.25,0.00556648457644382,9938.43,-0.010082392716945776
750,11.76,-0.1101957458442242,26678.48,0.008689562328603628,3.51,-0.0028449521322313487,61.18,-0.001143510702079631,10017.35,0.007909529112879454
751,11.43,-0.028462464663761455,26632.25,-0.0017343604782134037,3.51,0.0,61.34,0.002611819963348694,9977.68,-0.003967991250842573
752,10.65,-0.07068158565128524,26680.53,0.0018111984855515573,3.5,-0.002853068982406226,61.34,0.0,9946.22,-0.00315801887643552
753,9.73,-0.09034599595752058,26861.03,0.006742451426648088,3.5,0.0,62.28,0.015208188279691726,10015.58,0.006949301078266856
754,9.88,0.01529861556186285,26845.68,-0.0005716231889092427,3.52,0.005698021114637575,62.92,0.010223731224280108,9990.11,-0.002546276960332605
755,,,,,3.54,0.005665737535677451,63.27,0.0055472049687157465,,
756,9.67,,26895.07,,3.6,0.016807118316381153,63.58,0.004887672323863335,10007.12,
757,9.87,0.020471543980187246,26872.95,-0.0008227939674139151,3.61,0.002773926882725375,63.25,-0.005203827875027045,9963.71,-0.004347347443113492
758,10.03,0.01608074852845398,27149.44,0.010236215547546834,3.6,-0.002773926882725375,63.56,0.004889214060885827,9918.28,-0.004569973032456431
759,10.7,0.06466313949401625,27154.29,0.0001786249310278265,3.59,-0.0027816429618767735,63.74,0.002827967320675029,9933.18,0.0015011493157714995
760,11.28,0.052787504602052504,27356.7,0.0074264264975667516,3.6,0.0027816429618767735,63.53,-0.0033000737107489186,9950.13,0.0017049479292854386
761,11.43,0.013210231736806577,27304.3,-0.0019172724996465718,3.59,-0.0027816429618767735,64.57,0.016237671359934147,9978.77,0.0028742198231306304
762,11.68,0.02163649959336178,27277.71,-0.0009743137749396169,3.61,0.005555569844602148,63.45,-0.01749771247797849,9920.53,-0.005853488945971819
763,11.33,-0.03042390236016601,27155.4,-0.00449396353964282,3.6,-0.002773926882725375,63.45,0.0,9836.79,-0.008476908958135354
764,11.02,-0.027742271315146727,27132.85,-0.0008307507166627204,3.56,-0.011173300598125158,62.25,-0.01909365881558056,9829.79,-0.0007118675738855273
765,10.16,-0.08125336157443241,27232.93,0.0036817318927440112,3.56,0.0,62.37,0.0019258551932148649,9857.59,0.002824146075026235
766,9.58,-0.05878085016756707,27373.51,0.005148854624939858,3.57,0.002805050927608521,63.86,0.023608796748604277,9913.03,0.0056083365432968435
767,9.34,-0.025371339742017884,27450.29,0.002800975131160399,3.55,-0.005617992304223218,65.62,0.027187340246319636,9907.0,-0.0006084753843520474
768,9.92,0.06024666905603038,27481.26,0.001127585268626774,3.56,0.002812941376614697,64.96,-0.010108831679533026,9975.52,0.00689251375211164
769,10.18,0.02587208982559508,27478.78,-9.024738707275048e-05,3.59,0.008391657636248384,63.66,-0.02021527399947587,9978.47,0.000295680214481564
770,10.49,0.029997411285829223,27352.2,-0.004617106054489284,3.62,0.008321823337492207,63.72,0.0009420631879013541,9980.37,0.0001903918269547944
771,9.42,-0.10758733381993402,27601.83,0.009085110483072256,3.58,-0.011111225425070703,63.81,0.0014114328384078334,10047.46,0.006699702459030732
772,9.53,0.011609629077839134,27775.21,0.006261821380292076,3.6,0.00557104504945527,64.45,0.009979811504940983,10106.68,0.005876725122933024
773,10.03,0.05113588430773319,27672.87,-0.0036913853900735205,3.58,-0.00557104504945527,63.69,-0.011862165001922165,9885.85,-0.022092149568626596
774,9.72,-0.03139498350149639,27657.58,-0.0005526794157351134,3.56,-0.005602255548669888,64.43,0.011551798767277077,9766.87,-0.012108395546952977
775,9.62,-0.010341353794732555,27722.8,0.0023553478741575873,3.59,0.008391657636248384,64.64,0.0032540510622887098,9729.69,-0.0038140107865629602
776,9.9,0.028690492462929207,27707.82,-0.0005404955010313017,3.59,0.0,64.61,-0.00046421664276596886,9797.65,0.006960525538259432
777,,,,,3.6,0.0027816429618767735,,,,
778,10.25,,27686.96,,3.6,0.0,,,9855.35,
779,10.47,0.021236319298028494,27706.61,0.0007094686558115626,3.56,-0.011173300598125158,66.03,,9891.88,0.0036997636295623693
780,10.18,-0.028089013760069115,27765.43,0.0021207088127557228,3.55,-0.002812941376614697,66.8,0.011593896336120402,9944.62,0.005317482849424238
781,11.04,0.08110002972657249,27615.03,-0.00543153197905788,3.56,0.002812941376614697,66.73,-0.0010484536270851663,9936.73,-0.0007937087183922387
782,,,,,3.58,0.005602255548669888,,,,
783,9.77,,27836.64,,3.63,0.013869847864150353,66.65,,9901.7,
784,9.15,-0.06556258676726134,27994.37,0.0056502800015980625,3.65,0.005494519317640778,67.85,0.01784433965616028,9888.07,-0.0013774795922536498
785,9.22,0.007621158281072571,28092.15,0.003486759351918778,3.64,-0.00274348594575069,68.73,0.012886398852636205,9703.22,-0.01887119079219879
786,9.22,0.0,28271.34,0.006358392771916854,3.64,0.0,68.01,-0.010531031945967051,9715.53,0.0012678469673854664
